trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1088,False,"{'a': 0.001, 'e': 0.3308712315824753}",20,15,0.0673243031442019,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.001, 'e': 0.3305531391830214}",25,10,-26.28151531637954,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1090,False,"{'a': 0.001, 'e': 0.33023532721971066}",35,24,10.357037329927348,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1091,False,"{'a': 0.001, 'e': 0.3299177955231464}",20,0,8.602150482669115,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1092,False,"{'a': 0.001, 'e': 0.32960054392377636}",25,15,9.733069819265811,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.001, 'e': 0.3292835722518934}",25,17,8.356423002706608,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.001, 'e': 0.32896688033763705}",20,11,-1.418158159652628,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1095,False,"{'a': 0.001, 'e': 0.3286504680109939}",25,4,-112.03654776648462,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 2}",1
1096,False,"{'a': 0.001, 'e': 0.32833433510179943}",25,9,-26.302632313034483,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1097,False,"{'a': 0.001, 'e': 0.32801848143973844}",20,11,3.12204429831061,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1098,False,"{'a': 0.001, 'e': 0.3277029068543467}",20,0,10.358691452909655,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.001, 'e': 0.3273876111750115}",20,6,-3.8798709988002282,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1100,False,"{'a': 0.001, 'e': 0.32707259423097307}",20,11,2.9827349084524206,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.001, 'e': 0.3267578558513256}",20,12,4.1617576015307245,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1102,False,"{'a': 0.001, 'e': 0.32644339586501814}",25,10,3.886538312505021,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1103,False,"{'a': 0.001, 'e': 0.3261292141008557}",30,21,-6.5681615627719,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1104,False,"{'a': 0.001, 'e': 0.3258153103875007}",25,12,-3.9796276064601446,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1105,False,"{'a': 0.001, 'e': 0.3255016845534732}",25,16,16.029859786942996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.001, 'e': 0.3251883364271528}",20,2,-17.770572048366915,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1107,False,"{'a': 0.001, 'e': 0.3248752658367791}",25,1,-52.03342835541344,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 1}",1
1108,False,"{'a': 0.001, 'e': 0.3245624726104532}",25,0,-29.574416149644893,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1109,False,"{'a': 0.001, 'e': 0.3242499565761381}",20,11,13.31199597775601,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.001, 'e': 0.3239377175616605}",25,8,-30.84239673389804,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1111,False,"{'a': 0.001, 'e': 0.3236257553947113}",25,0,-50.016445392161,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1112,False,"{'a': 0.001, 'e': 0.3233140699028467}",20,10,18.735595498683853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.001, 'e': 0.3230026609134894}",35,0,-90.11758470917651,"{0: 28, 1: 1, 2: 3, 3: 1, 4: 2}",0
1114,False,"{'a': 0.001, 'e': 0.32269152825392955}",25,0,-42.392149166090405,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1115,False,"{'a': 0.001, 'e': 0.3223806717513255}",25,11,-15.019373056947288,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1116,False,"{'a': 0.001, 'e': 0.32207009123270547}",25,9,2.626054341392889,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1117,False,"{'a': 0.001, 'e': 0.3217597865249677}",30,17,11.524499055365775,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.001, 'e': 0.3214497574548821}",20,0,1.1458764315472107,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1119,False,"{'a': 0.001, 'e': 0.3211400038490909}",20,7,-26.524844961236653,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
1120,False,"{'a': 0.001, 'e': 0.3208305255341102}",20,0,-39.570823848918934,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1121,False,"{'a': 0.001, 'e': 0.32052132233632985}",20,4,15.913602772918443,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1122,False,"{'a': 0.001, 'e': 0.32021239408201574}",25,9,-51.08518324805657,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
1123,False,"{'a': 0.001, 'e': 0.3199037405973099}",25,0,-0.7559009339383937,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1124,False,"{'a': 0.001, 'e': 0.31959536170823183}",20,13,3.9295415941266825,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.001, 'e': 0.31928725724067947}",30,12,-5.659272714971821,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1126,False,"{'a': 0.001, 'e': 0.3189794270204301}",30,3,0.8355027687944467,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
1127,False,"{'a': 0.001, 'e': 0.31867187087314114}",20,15,-2.2840732158643657,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1128,False,"{'a': 0.001, 'e': 0.31836458862435185}",20,12,15.88055645648656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.001, 'e': 0.31805758009948304}",25,3,19.72197721728734,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1130,False,"{'a': 0.001, 'e': 0.31775084512383944}",30,11,-50.756017613510835,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 0}",1
1131,False,"{'a': 0.001, 'e': 0.3174443835226095}",30,11,-5.475748589291777,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
1132,False,"{'a': 0.001, 'e': 0.31713819512086716}",25,12,3.9668799269614516,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1133,False,"{'a': 0.001, 'e': 0.3168322797435722}",25,16,6.809914290004083,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.001, 'e': 0.31652663721557167}",20,6,6.169113528490328,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1135,False,"{'a': 0.001, 'e': 0.3162212673616005}",20,9,-3.025920618193766,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.001, 'e': 0.3159161700062827}",30,18,18.342797909462444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.001, 'e': 0.31561134497413196}",30,12,-26.07294850364366,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1138,False,"{'a': 0.001, 'e': 0.31530679208955303}",25,6,-67.71936164058775,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
1139,False,"{'a': 0.001, 'e': 0.31500251117684225}",30,0,12.98287597301866,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
1140,False,"{'a': 0.001, 'e': 0.3146985020601889}",35,15,-50.05140970714443,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
1141,False,"{'a': 0.001, 'e': 0.31439476456367543}",30,23,7.030314730206967,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.001, 'e': 0.3140912985112794}",25,18,2.670264824238926,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1143,False,"{'a': 0.001, 'e': 0.3137881037268734}",25,12,-8.015122978014844,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1144,False,"{'a': 0.001, 'e': 0.31348518003422654}",20,14,-3.0547757342400357,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.001, 'e': 0.31318252725700524}",25,13,-48.40153256708109,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
1146,False,"{'a': 0.001, 'e': 0.3128801452187742}",20,2,-49.39253632449306,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1147,False,"{'a': 0.001, 'e': 0.3125780337429971}",20,1,18.505589824516804,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1148,False,"{'a': 0.001, 'e': 0.3122761926530377}",25,11,10.039028248937743,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1149,False,"{'a': 0.001, 'e': 0.3119746217721606}",25,15,6.2133259804963785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1150,False,"{'a': 0.001, 'e': 0.31167332092353256}",20,8,-19.757487508908383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1151,False,"{'a': 0.001, 'e': 0.3113722899302225}",20,9,7.794648690653803,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1152,False,"{'a': 0.001, 'e': 0.3110715286152035}",20,0,-7.768191574412373,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1153,False,"{'a': 0.001, 'e': 0.3107710368013526}",20,11,-14.768261651889304,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
1154,False,"{'a': 0.001, 'e': 0.31047081431145285}",20,4,11.97730086160178,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1155,False,"{'a': 0.001, 'e': 0.31017086096819296}",25,12,-29.24082426741899,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1156,False,"{'a': 0.001, 'e': 0.309871176594169}",20,16,4.640028648830231,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.001, 'e': 0.30957176101188527}",25,15,-23.094206388547615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1158,False,"{'a': 0.001, 'e': 0.3092726140437547}",20,9,6.600562587675584,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1159,False,"{'a': 0.001, 'e': 0.30897373551210017}",30,6,13.719152950595772,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1160,False,"{'a': 0.001, 'e': 0.3086751252391549}",35,26,5.207686254740732,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1161,False,"{'a': 0.001, 'e': 0.30837678304706406}",20,15,11.96747415676273,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.001, 'e': 0.3080787087578847}",20,11,19.960021184912897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.001, 'e': 0.30778090219358734}",20,8,-50.48340082656067,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
1164,False,"{'a': 0.001, 'e': 0.30748336317605657}",20,5,-51.64385285330482,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
1165,False,"{'a': 0.001, 'e': 0.30718609152709186}",30,14,-58.16649108447104,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
1166,False,"{'a': 0.001, 'e': 0.30688908706840834}",20,14,-14.20120540880322,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1167,False,"{'a': 0.001, 'e': 0.30659234962163806}",25,16,12.098941411678105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.001, 'e': 0.30629587900833005}",25,5,11.821911884274172,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1169,False,"{'a': 0.001, 'e': 0.3059996750499522}",25,2,-26.76359670161337,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 1}",1
1170,False,"{'a': 0.001, 'e': 0.305703737567891}",30,3,-33.82644484654405,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 1}",1
1171,False,"{'a': 0.001, 'e': 0.3054080663834533}",20,16,8.725530409672281,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.001, 'e': 0.30511266131786646}",20,4,10.55289105438342,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.001, 'e': 0.3048175221922798}",25,18,-27.63539992307807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1174,False,"{'a': 0.001, 'e': 0.30452264882776475}",20,9,7.215278659538343,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.001, 'e': 0.30422804104531626}",30,24,10.384839087175859,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.001, 'e': 0.30393369866585307}",20,12,15.289893950433333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.001, 'e': 0.3036396215102193}",20,12,13.612657110058558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.001, 'e': 0.3033458093991842}",25,15,-29.349455435828478,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1179,False,"{'a': 0.001, 'e': 0.3030522621534442}",20,8,-13.570935638491125,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1180,False,"{'a': 0.001, 'e': 0.3027589795936226}",20,2,-50.28636160266531,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1181,False,"{'a': 0.001, 'e': 0.3024659615402709}",25,11,0.4067655517912234,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1182,False,"{'a': 0.001, 'e': 0.3021732078138697}",20,0,-16.11078146724056,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1183,False,"{'a': 0.001, 'e': 0.3018807182348293}",20,12,12.92274660159546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.001, 'e': 0.30158849262349047}",25,11,18.627085452417617,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.001, 'e': 0.30129653080012536}",30,13,-14.902099917535747,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1186,False,"{'a': 0.001, 'e': 0.3010048325849382}",20,11,4.035941605691151,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1187,False,"{'a': 0.001, 'e': 0.3007133977980663}",20,0,-20.056889763800275,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1188,False,"{'a': 0.001, 'e': 0.3004222262595803}",20,10,16.22062569741159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.001, 'e': 0.3001313177894857}",25,11,2.0877842503994977,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1190,False,"{'a': 0.001, 'e': 0.2998406722077231}",20,12,-17.37034853940527,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1191,False,"{'a': 0.001, 'e': 0.29955028933416916}",20,16,7.139562196806015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.001, 'e': 0.29926016898863717}",20,0,-17.35275120328571,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1193,False,"{'a': 0.001, 'e': 0.29897031099087823}",30,0,-17.96856857365959,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
1194,False,"{'a': 0.001, 'e': 0.29868071516058164}",25,7,21.976998423388054,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.001, 'e': 0.298391381317376}",30,8,-2.3204625690279057,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1196,False,"{'a': 0.001, 'e': 0.2981023092808295}",25,17,1.6840725479887417,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'a': 0.001, 'e': 0.2978134988704511}",25,16,2.693758193370197,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.001, 'e': 0.29752494990569117}",20,2,-65.52077566500334,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
1199,False,"{'a': 0.001, 'e': 0.2972366622059422}",30,0,-26.542516874889944,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
1200,False,"{'a': 0.001, 'e': 0.2969486355905395}",30,2,2.1715390166677286,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
1201,False,"{'a': 0.001, 'e': 0.2966608698787622}",20,0,-17.989076583854704,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1202,False,"{'a': 0.001, 'e': 0.29637336488983357}",25,1,-36.009141854469945,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
1203,False,"{'a': 0.001, 'e': 0.2960861204429222}",30,18,4.778110812335019,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.001, 'e': 0.2957991363571424}",20,0,-16.04614877584309,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1205,False,"{'a': 0.001, 'e': 0.2955124124515552}",35,0,-29.581961546396723,"{0: 28, 1: 1, 2: 5, 3: 1, 4: 0}",0
1206,False,"{'a': 0.001, 'e': 0.2952259485451689}",30,11,-18.46646725584981,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
1207,False,"{'a': 0.001, 'e': 0.29493974445694}",20,12,12.472551752920491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.001, 'e': 0.29465380000577357}",20,9,-0.6726023531368275,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1209,False,"{'a': 0.001, 'e': 0.29436811501052446}",30,21,17.32913533738111,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.001, 'e': 0.29408268928999753}",25,7,-19.64809952050983,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1211,False,"{'a': 0.001, 'e': 0.29379752266294884}",20,11,14.149259681633502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.001, 'e': 0.293512614948086}",20,0,-29.705531029746144,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1213,False,"{'a': 0.001, 'e': 0.2932279659640691}",30,6,12.990120925973567,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1214,False,"{'a': 0.001, 'e': 0.29294357552951117}",20,6,-14.994061113391949,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1215,False,"{'a': 0.001, 'e': 0.29265944346297945}",25,17,16.413383683340726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.001, 'e': 0.2923755695829953}",30,8,-13.062537274483349,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
1217,False,"{'a': 0.001, 'e': 0.29209195370803576}",20,0,27.661234288265874,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1218,False,"{'a': 0.001, 'e': 0.2918085956565334}",25,14,21.23039821487819,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.001, 'e': 0.29152549524687765}",20,8,-10.113680696206972,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1220,False,"{'a': 0.001, 'e': 0.29124265229741536}",30,18,-54.03680254266027,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
1221,False,"{'a': 0.001, 'e': 0.29096006662645124}",25,10,8.49805554505905,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1222,False,"{'a': 0.001, 'e': 0.29067773805224884}",20,8,23.480138027881523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.001, 'e': 0.29039566639303127}",20,13,4.728796877621942,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.001, 'e': 0.2901138514669815}",25,13,11.180472033036143,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1225,False,"{'a': 0.001, 'e': 0.28983229309224345}",35,23,-18.891143804515977,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1226,False,"{'a': 0.001, 'e': 0.28955099108692245}",20,11,9.628691383911779,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.001, 'e': 0.2892699452690863}",30,7,-71.00544084311673,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 2}",1
1228,False,"{'a': 0.001, 'e': 0.288989155456765}",25,8,4.530944377856387,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1229,False,"{'a': 0.001, 'e': 0.2887086214679528}",20,8,20.249581185950454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.001, 'e': 0.28842834312060756}",25,3,-111.98246854232413,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 3}",1
1231,False,"{'a': 0.001, 'e': 0.28814832023265247}",20,5,14.012196267435154,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1232,False,"{'a': 0.001, 'e': 0.28786855262197575}",20,3,7.797976145362778,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1233,False,"{'a': 0.001, 'e': 0.28758904010643244}",25,12,23.328422849188694,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.001, 'e': 0.2873097825038438}",25,3,18.532498889570288,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1235,False,"{'a': 0.001, 'e': 0.2870307796319991}",25,11,-56.51947781314987,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
1236,False,"{'a': 0.001, 'e': 0.28675203130865534}",20,13,12.334393688635911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.001, 'e': 0.2864735373515389}",25,12,-12.966436586862262,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1238,False,"{'a': 0.001, 'e': 0.28619529757834505}",20,6,24.813060462128437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.001, 'e': 0.28591731180673974}",20,8,-6.760847003122395,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1240,False,"{'a': 0.001, 'e': 0.2856395798543593}",20,8,-32.717209495449346,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1241,False,"{'a': 0.001, 'e': 0.28536210153881175}",30,8,-36.28911526359373,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1242,False,"{'a': 0.001, 'e': 0.28508487667767696}",20,0,-120.37535295670857,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
1243,False,"{'a': 0.001, 'e': 0.28480790508850773}",30,16,17.70724299222068,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1244,False,"{'a': 0.001, 'e': 0.28453118658883003}",20,2,-11.411402434155637,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1245,False,"{'a': 0.001, 'e': 0.28425472099614396}",20,9,7.784512013710672,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.001, 'e': 0.28397850812792413}",25,20,8.234992053918555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.001, 'e': 0.2837025478016206}",20,10,7.147755592982511,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1248,False,"{'a': 0.001, 'e': 0.28342683983465905}",25,1,34.44583590889703,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.001, 'e': 0.28315138404444185}",20,3,30.458489059400772,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.001, 'e': 0.2828761802483484}",25,15,-22.0434465903145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1251,False,"{'a': 0.001, 'e': 0.2826012282637359}",20,12,16.588755528156728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.001, 'e': 0.28232652790794005}",20,7,5.515626406436388,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.001, 'e': 0.28205207899827534}",25,12,4.922572885110964,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1254,False,"{'a': 0.001, 'e': 0.2817778813520359}",20,13,-28.19565980408475,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
1255,False,"{'a': 0.001, 'e': 0.28150393478649627}",30,19,22.093782497773716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.001, 'e': 0.2812302391189116}",25,14,13.531492448793191,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.001, 'e': 0.2809567941665187}",25,14,-5.829359753506878,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1258,False,"{'a': 0.001, 'e': 0.2806835997465361}",30,7,-19.940622198415824,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
1259,False,"{'a': 0.001, 'e': 0.28041065567616535}",20,6,-19.561825697993267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1260,False,"{'a': 0.001, 'e': 0.280137961772591}",25,0,-63.463485161869166,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
1261,False,"{'a': 0.001, 'e': 0.2798655178529815}",25,15,-35.547465888616614,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1262,False,"{'a': 0.001, 'e': 0.2795933237344898}",20,7,16.17229365000061,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.001, 'e': 0.279321379234254}",20,6,22.23582267537902,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.001, 'e': 0.27904968416939746}",20,0,-49.065464081148455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1265,False,"{'a': 0.001, 'e': 0.27877823835703025}",20,0,-51.53272509895125,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1266,False,"{'a': 0.001, 'e': 0.2785070416142488}",25,0,11.891989661249122,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
1267,False,"{'a': 0.001, 'e': 0.2782360937581373}",30,10,39.336107117697296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.001, 'e': 0.27796539460576764}",25,6,28.645539911917748,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.001, 'e': 0.27769494397420047}",20,12,16.188283819049623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
